nCount_RNA	group	gauss_1_0.5_0.5	gauss_1_0.5_0.5_expression	gauss_1_0.75_0.25	gauss_1_0.75_0.25_expression	gauss_1_1_0.2	gauss_1_1_0.2_expression	gauss_1_1.5_0.5	gauss_1_1.5_0.5_expression	uniform_1_0_1	uniform_1_0_1_expression	uniform_1_0_2	uniform_1_0_2_expression	gauss_0.5_0.5_0.15_gauss_0.5_1.5_0.15	gauss_0.5_0.5_0.15_gauss_0.5_1.5_0.15_expression	gauss_0.5_0.75_0.25_gauss_0.5_2_0.2	gauss_0.5_0.75_0.25_gauss_0.5_2_0.2_expression	gauss_0.5_1_0.5_gauss_0.5_2.5_0.15	gauss_0.5_1_0.5_gauss_0.5_2.5_0.15_expression	gauss_0.3_0.5_0.15_gauss_0.4_1.5_0.15_gauss_0.3_2.5_0.15	gauss_0.3_0.5_0.15_gauss_0.4_1.5_0.15_gauss_0.3_2.5_0.15_expression	gauss_0.3_0.5_0.2_gauss_0.3_1.25_0.2_gauss_0.4_2_0.2	gauss_0.3_0.5_0.2_gauss_0.3_1.25_0.2_gauss_0.4_2_0.2_expression	gauss_0.25_0.75_0.25	gauss_0.25_0.75_0.25_expression	gauss_0.25_1.5_0.25	gauss_0.25_1.5_0.25_expression	gauss_0.18_0.9_0.12	gauss_0.18_0.9_0.12_expression
14739	group3	1	0.36633212687242445	1	1.0561926939817519	3	0.87697481898298	11	1.8656776943873064	1	0.8704830870014831	2	0.8122155921167786	2	1.2057463304392566	5	1.8447502482072442	5	1.2755205348892047	0	0.7518336310765914	3	0.7143121114902415	0	0.478086567622349	0	0.0	0	0.0
9456	group3	2	0.962873515937307	0	0.6485892108585065	1	0.8903691388043735	1	1.0424740867060596	2	0.9227496139456699	3	1.9787596965600047	0	0.5183504399341631	0	0.6352003984601362	1	0.8738892042926637	9	2.101530685046141	4	1.4635242005118725	0	0.0	5	1.3677836923700635	1	1.1068237352218706
28030	group3	1	0.15564662251735867	0	0.7926484662714061	5	0.9787472544228913	7	1.3425498509481417	0	0.0022142125324435824	3	0.900998561490332	1	0.700346778832564	2	0.3850944680399078	39	2.4870755703274967	10	1.585020361463413	1	0.3093811426294091	0	0.0	0	0.0	0	0.0
15022	group3	0	0.544536583624722	1	0.7048359485372593	6	1.2165442836971683	3	1.5040163998547755	1	0.4694883717575773	1	0.7476168682007058	5	1.5382152246820826	7	1.6984486347094006	6	1.264201595166875	17	2.5045849346666644	0	0.5688214031583027	0	0.0	0	0.0	0	0.0
12584	group3	4	1.213109067511436	0	0.7106771486910354	0	1.0435833557196041	5	1.743809379878667	4	0.9814687376060105	7	1.4192572123384042	1	0.3335291360124587	14	2.4234022173028125	19	2.733878649628289	0	0.1067568275794279	3	1.59122768803485	0	0.0	0	0.0	0	0.0
16181	group3	2	0.38067175000347464	1	0.940408538159492	3	0.8854978885486293	3	1.1700937884504277	0	0.3989448039028505	0	0.16491710662341696	6	1.7469165836625067	6	1.7726828145819762	23	2.628258315089626	24	2.6331394081900363	7	1.7617087579589419	0	0.0	0	0.0	0	0.0
12289	group3	1	0.3743272798607008	0	0.772735751162929	3	0.8822280699567123	4	1.569584777938233	2	0.8137324775869181	2	0.7967458376225665	0	0.508885073625384	2	0.5618260943469162	29	2.8193006250331685	3	1.5160268791305993	9	1.9044237207443326	0	0.0	0	0.0	0	0.0
16863	group3	1	0.19064560616647608	5	1.1707298963800161	1	0.9772016828869298	5	1.6598962050210053	3	0.5464564979724778	4	1.5417619326157594	5	1.3893225376292004	2	0.6830674142911554	3	1.4748245008773857	1	0.5046636672725829	2	1.055247000202673	3	0.60783622470188	4	1.1081540257562565	0	0.0
10223	group3	0	0.03260747379279755	0	0.7781482816144489	2	0.8355101097913682	7	2.1285526029138264	1	0.7708540871402245	2	1.5295019670009342	1	0.601417611604162	1	1.0651662265264767	9	2.356659452026787	2	1.3394069227174756	3	1.7993849740749723	2	0.817626781253567	0	0.0	1	0.9039461577347593
21506	group3	0	0.806088940732163	1	0.4042525561921666	1	0.8326588121741834	11	1.3257251143952626	0	0.484931074988458	2	0.5677187671153947	1	0.5656372648696852	10	1.9076502721225796	25	2.507931424433181	3	0.6331842365218071	7	1.3176082846103285	0	0.0	0	0.0	0	0.0
15978	group2	0	0.2892670557053273	1	0.6651789186549506	1	1.0070376574773485	9	1.6766207941615954	0	0.029111563672717722	0	0.3790843807407611	10	1.518277055509828	1	0.6511983235492182	2	0.9721929151033921	17	2.5428863409947855	0	0.11323095993634735	0	0.0	8	1.7668018927330862	2	0.8432998163713913
19515	group3	0	0.3499776640807698	3	1.0102388119131345	3	0.7283972119815676	2	1.0657089366858896	0	0.08652568840220509	2	0.94250192947063	8	1.700311015489435	2	1.2910143251493216	11	1.7853657569579735	1	0.5429514617582939	2	0.8412276888485589	8	1.1479839315313956	6	1.4189240546059112	0	0.0
26048	group3	2	0.5910370957350082	2	0.6912320553437209	3	0.9917687573316164	9	1.4980849831451168	2	0.11145381237802332	2	0.669612089005247	1	0.4879481712977083	16	1.7062390014679139	7	1.4356498193421865	10	1.4515472821630186	20	2.1406047901291276	0	0.0	7	1.61681841598401	0	0.0
17202	group3	0	0.08549884650999551	0	0.2742318774918304	2	0.9294705180960292	2	1.0490387515871784	1	0.25124511169054764	9	1.469470087427302	1	0.3765163717248592	0	0.27996008817961554	16	2.0689531739096862	11	2.5882095934368357	0	0.26720989852456806	4	1.0122754141422823	6	1.3362857781570372	0	0.0
18067	group3	1	0.6814846416723671	1	0.5799535987699909	2	1.1093278526971848	15	2.197503758860234	4	0.964915292526365	2	0.37821423106972873	1	0.49660989068337474	6	1.8487635314836797	34	2.740429272036881	10	2.417813157976053	2	0.40680262173322485	0	0.07827858494459672	0	0.0	2	0.9118101988375968
14545	group1	0	0.21169958549682993	0	0.3780534265609731	0	1.1328571597202512	2	1.415106790054151	0	0.6317660527377454	3	0.6622081482421753	5	1.333270014354718	16	1.9460284857845003	1	0.5583315612279192	5	1.5677034458227193	10	2.1817624329333425	0	0.0	0	0.0	0	0.0
15016	group3	3	0.6987008530848977	1	1.3760030583004264	3	1.0997901786859594	11	1.9779078664336842	1	0.8166602026153619	5	1.6884568416451378	7	1.5088080547025633	13	2.2519774769352843	3	1.040124131821803	27	2.708538102939967	2	0.30367425018233996	0	0.0	4	1.4020352612347609	0	0.0
16286	group3	3	0.8331546263180434	4	1.2224962876655299	3	1.0987057603221753	6	1.395934827722806	1	0.5660819960927563	1	1.2300480686447521	9	1.6013670124779236	2	0.6553953966513919	4	1.8070950605222964	1	0.588262959548498	9	1.9200251073349894	2	0.7637133198392989	0	0.0	0	0.0
16776	group3	1	0.15445387948537964	4	0.9608771598504802	3	0.935533445331255	12	2.1546873688048738	2	0.6353562055818931	14	1.7705281594747433	6	1.5655785089205039	11	1.9204795017872414	4	1.2028431755125908	7	1.4780515384004085	5	1.9057879174033365	0	0.0	0	0.0	0	0.0
11206	group3	1	0.5087975709523161	0	0.8148616286184335	2	1.086953774733016	4	1.3805978173646356	0	0.8119023911804106	4	1.953106040815356	3	1.487862027361548	11	2.432704212769511	10	2.5576120163488523	19	2.585020361463413	3	1.7564518277274743	0	0.0	0	0.9127580864478777	0	0.0
19486	group3	0	0.82613295826262	4	0.9308452997947554	3	0.917424865699183	3	1.2829079089365774	1	0.9266826152438743	10	1.6738171858143651	1	0.45127514534366986	8	1.6200472010444629	19	2.662609691250549	6	1.4750754185415726	3	1.0117087581437403	0	0.783085013823655	0	0.0	1	0.8078445849919886
13954	group2	0	0.5089275881468334	0	0.5118011843330544	3	1.0366983948875104	4	1.5916470131050555	2	0.9126267637037832	0	0.3616492521718786	0	0.49158285696513954	1	0.6748072301613286	6	1.5492296627829303	8	1.5449431934456064	1	1.1544237208231762	0	0.0	0	0.0	0	0.0
12328	group3	0	0.08040853818439975	1	0.6145495882735439	1	0.909695969153889	9	2.0089816144527677	4	0.8248107204385254	2	1.2368210169091767	5	1.3763362674139865	2	0.9301957575899609	21	2.7840062971993733	2	0.4179458647013396	5	1.7242074807913146	0	0.0	2	1.4092709774097267	4	1.0038003289637185
17842	group1	0	0.6390456714999194	4	0.765494193837982	2	0.9724126527638162	10	2.0428676216487966	1	0.09420273217732267	3	0.9522177465466883	0	0.44869482202316313	4	1.1363733579393478	15	1.9517264971497883	5	1.504940796817668	4	2.112273179033903	0	0.0	7	1.9090333915196873	1	0.8512418873487034
24731	group3	3	0.7871763028224849	5	0.6587078465494618	5	0.6915874943801054	12	1.6218054366912917	0	0.3610484184638091	2	0.8083133093454562	9	1.4965277173937166	4	0.6335002763344729	1	0.5864156432749058	0	0.7085729753372726	20	2.0504330834578495	0	0.0	0	0.0	0	0.0
26956	group3	0	0.6161590252443399	1	0.3312502178886521	4	0.8604556676400873	7	0.816769715452068	0	0.03550903176033027	8	1.4837673750980183	6	1.451168398303083	1	0.7079684712036884	3	0.678843355189959	6	1.5579589494774713	15	1.6815667542473562	0	0.0	0	0.0	0	0.0
19033	group3	5	1.3393005247379217	2	1.281067337791948	8	1.3809773847599671	7	1.6238416284638246	2	0.5463583485408069	12	1.6518665783383673	2	1.4914984149394388	2	0.5976509819837181	5	1.5782973131803066	4	1.5384055838443742	11	1.9898675262026249	0	0.0	0	0.0	0	0.0
23601	group2	4	0.6955661213941755	2	0.7135939511718876	4	0.8526152926422872	13	1.1571834777142302	3	0.7961427208560042	12	1.3664596609752833	0	0.647933073850014	6	1.9238448008704878	8	1.6655121163192157	27	2.5160268791305995	15	1.950197978056312	0	0.0	0	0.0	2	0.9117161742227752
26916	group3	3	1.1982822330072729	6	0.7529265479606793	5	1.1000085996963387	23	1.8108864869985946	0	0.05114280310134711	1	0.2785432109819448	8	1.4485863491407207	27	1.9394073263790657	9	1.3592527880155905	4	0.5850744364670988	9	1.0493849742182555	0	0.0	0	0.0	0	0.0
15122	group2	0	0.20009866069243892	0	0.6361803901931972	5	1.0773216948934814	6	2.1262153090453273	0	0.18866773579310792	1	1.4056501147968223	1	0.6102088812486189	12	2.1439497394579226	1	0.8231208593773317	3	1.6290640776041907	10	2.20556081250411	0	0.0	1	1.3051728796794475	2	0.5976434867912436
13099	group3	0	0.20236974914551337	0	0.5897366709956795	4	1.1189168044589173	6	1.519292075308346	0	0.3654777679121648	0	0.11767458032827616	0	0.42744061208136513	1	0.9615903706667255	4	0.9695750440906455	7	1.5081432027968507	13	2.1152927866618834	0	0.0	0	0.0	0	0.0
16493	group2	5	0.9930330734290368	3	0.6786817650929732	2	0.9875032298899061	7	1.6319852297018125	1	0.24429086695790836	3	0.38533094950243174	3	0.5275294208949146	1	0.838764644879883	4	1.1519501280096798	7	1.6998721237209795	4	1.3906047901608765	0	0.0	0	0.0	0	0.0
16182	group3	2	0.4915254001602197	5	0.9907673580633911	2	1.0489442638359328	2	0.7481521773382859	2	0.795087472921032	15	1.8495875299103925	9	1.647890555366191	22	2.3089620449506536	1	1.0097029837794793	6	1.4295245970588029	11	2.0517386579172006	2	0.7412702102819588	7	1.3826496451858818	0	0.0
16383	group3	0	0.23459487602346474	3	0.9086094458506175	3	0.7002506801632148	4	1.5510931283081804	2	0.3520949357663685	3	0.8102049147279833	0	0.41094646888915554	8	1.906286718357547	14	2.3658331179580423	3	0.5161011022148583	9	1.4317624329615992	0	0.0	0	0.0	0	0.0
31784	group3	5	1.2732568582209627	5	0.6736616924860404	3	0.7086061056328982	5	0.9376599123607651	5	0.6388776820603653	1	0.2965830652018864	3	0.48231660886037325	15	1.9659851809210707	7	0.9872777064355787	27	2.3394069227174756	7	1.1700251074080301	2	0.9334356206811175	10	1.8475606447577861	0	0.0
21091	group3	0	0.43874331989579896	0	0.20310196639095512	5	0.8309432787071049	9	1.6462962117760434	1	0.4934150518967597	5	1.3645742613491676	1	0.4435182877093776	4	1.8775255456894144	22	2.395552694716349	27	2.451547282163019	1	0.6415670698985331	0	0.0	4	1.0366190791492995	0	0.0
19271	group3	3	0.9038130512809892	2	0.9583393660152155	1	0.7943033135430231	5	1.3267844183038073	1	0.5834997437200565	0	0.3269775015292369	0	0.5608664229907141	8	2.169079755318218	4	0.9351433785929386	17	2.567703445822719	1	0.6826190737564699	1	0.5032789444474935	0	0.0	4	0.9538361896190459
13279	group3	2	0.8685510099787794	4	0.5970802265323846	1	0.7438088476981886	7	1.8662553408785374	2	0.9392993519648516	0	1.2964504821330212	1	0.450468736131013	12	2.07075103002282	7	1.5712010119022377	1	1.2993102432376828	9	2.026337276477633	0	0.0	0	0.0	0	0.0
15166	group2	4	1.1459964345127955	1	0.8025525697722696	0	0.7740531536686147	3	0.6766920899349341	1	0.9435400820158796	2	0.5032282863409561	2	0.48467986319809886	7	1.7028764572390303	24	2.671392308173476	5	1.4216417792866574	6	1.1557879174816457	0	0.0	0	0.0	0	0.0
23559	group2	4	0.7385837704514915	0	0.26775369565616114	0	1.026789451653376	4	0.8894386231357818	0	0.11169242718357142	2	0.08275100260180346	1	0.5871788350790197	1	0.38095410250823314	29	2.697726082472339	10	1.319158819685481	23	2.327242420382357	0	0.0	0	0.0	1	0.8032395521957063
21183	group3	5	0.9040035028443543	5	0.8549320657443221	1	0.8228046720904792	16	1.740089233463461	5	0.8435549661102237	10	1.9174452006319476	1	0.4671186763973516	5	0.8160450821811144	2	0.5895407478452546	11	1.64234506438675	25	2.443311515324828	0	0.0	6	1.121641127589033	0	0.0
30655	group3	4	0.43994630710429544	5	0.6790946102484845	13	1.3331156095672518	14	1.5191915283669684	3	0.34602815175595236	1	0.13244096162686314	14	1.610159999960609	4	0.95672269217507	45	2.6051161095935194	0	0.3396521795382643	5	1.0064518279193138	0	0.0	0	0.0	7	1.0794136241187549
19502	group3	0	0.3548033278829581	2	0.7485917047576447	2	1.0944421801288795	9	1.5910139849115397	0	0.10082727286264515	4	1.0258803721712768	8	1.4273161820028326	0	0.2914590672060858	9	1.2547220992767114	4	1.2486416849000188	3	0.9742074810351993	0	0.0	5	1.5828501204366145	0	0.0
23084	group1	2	1.1778554552299203	2	0.6967706241509948	3	1.0206006503536116	17	2.005345806175084	1	0.3834090660671152	0	0.6825931824398419	7	1.5274593070300528	11	2.052558362298978	5	1.2770925667038753	0	0.4516537794485683	1	0.42223032331674204	0	0.0	8	1.78615107322355	0	0.0
