nCount_RNA	group	0.25_0.25_0.25_0.25_x	0.25_0.25_0.25_0.25_y	0.25_0.25_0.25_0.25_x_expression	0.25_0.25_0.25_0.25_y_expression	0.25_0.25_0.25_0.25_group	0.1_0.4_0.4_0.1_x	0.1_0.4_0.4_0.1_y	0.1_0.4_0.4_0.1_x_expression	0.1_0.4_0.4_0.1_y_expression	0.1_0.4_0.4_0.1_group	0_0.5_0.5_0_x	0_0.5_0.5_0_y	0_0.5_0.5_0_x_expression	0_0.5_0.5_0_y_expression	0_0.5_0.5_0_group
12289	group3	0	0	0.7102965521722546	0.0	2.0	0	0	0.0	0.35477056512531924	1.0	0	0	0.0	0.3248452870850407	1.0
16863	group3	3	5	1.1589187366588558	0.9625900862438163	3.0	5	0	0.9837509908078579	0.0	2.0	0	2	0.0	0.9208152956769957	1.0
10223	group3	3	0	0.9486650895113383	0.0	2.0	0	0	0.0	0.7377750049270738	1.0	0	1	0.0	0.7775569132982009	1.0
21506	group3	0	0	0.0	0.0	0.0	0	1	0.0	0.6882694104814768	1.0	1	0	0.7347091818755382	0.0	2.0
15978	group2	0	2	0.0	0.9083490047448712	1.0	2	0	0.72891293302852	0.0	2.0	1	0	0.862315191244444	0.0	2.0
19515	group3	4	0	1.0274643899116525	0.8879989563293105	3.0	3	0	1.1399674960017525	0.0	2.0	0	2	0.0	0.9326634628419334	1.0
26048	group3	0	4	0.0	0.7760889761709033	1.0	0	4	0.0	1.007169197962702	1.0	0	7	0.0	0.9522406227178404	1.0
17202	group3	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.38740050655399977	1.0
18067	group3	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	2	0.0	0.8532353208943121	1.0
14545	group1	0	0	0.0	0.0	0.0	2	0	0.964003246111041	0.0	2.0	1	0	0.5880789459029148	0.0	2.0
15016	group3	0	0	0.5156550013431305	0.46363046457918555	3.0	5	0	1.2823034462420617	0.0	2.0	0	0	0.0	0.3494988309177655	1.0
16286	group3	1	3	0.39221895127966555	1.1811618088384714	3.0	0	0	0.5122056494982209	0.0	2.0	0	3	0.0	0.8707482435525988	1.0
16776	group3	1	2	0.8141664923849065	0.6892881723342468	3.0	1	4	0.7636247505717328	0.8943978954877458	3.0	1	0	0.8822193393789433	0.0	2.0
11206	group3	1	0	0.5105634097744268	0.0	2.0	1	0	1.1508820660085712	0.0	2.0	0	0	0.8513873033432635	0.0	2.0
19486	group3	3	0	0.9060410155091033	0.5552655657393767	3.0	0	0	0.0	0.0	0.0	0	4	0.0	0.7148559537209518	1.0
13954	group2	0	0	0.0	0.0	0.0	0	4	0.0	0.8150214627938521	1.0	0	0	0.0	0.7303744551508116	1.0
12328	group3	0	2	0.0	0.8939741737992848	1.0	1	0	0.8463392607239962	0.0	2.0	1	0	0.5241077228175974	0.0	2.0
17842	group1	1	0	0.6926264413667838	0.0	2.0	0	3	0.0	0.7833035804644778	1.0	0	4	0.0	0.8541516230810812	1.0
24731	group3	0	6	0.0	1.3812526161037604	1.0	10	7	1.0212281154175606	1.1592173135970831	3.0	4	0	0.6351532483669524	0.0	2.0
26956	group3	0	0	0.0	0.0	0.0	10	7	1.2234919839605665	1.3042709705362485	3.0	0	4	0.0	0.8742355862640696	1.0
19033	group3	1	2	0.7679039068119613	0.5865488883857699	3.0	1	0	0.5274144859051452	0.0	2.0	5	0	1.0535826793716172	0.0	2.0
23601	group2	0	3	0.0	0.8611898150621131	1.0	0	2	0.0	0.6461657498240062	1.0	0	0	0.40628358111474105	0.0	2.0
26916	group3	6	0	1.1338472662832744	0.0	2.0	4	0	0.5767361494432903	0.0	2.0	4	0	0.9161964389715969	0.0	2.0
15122	group2	0	2	0.0	0.8130438241995878	1.0	0	1	0.0	0.5741480076479891	1.0	0	1	0.0	0.5924821340868032	1.0
13099	group3	0	4	0.0	0.8940157633253735	1.0	0	2	0.0	0.9574822576850865	1.0	0	1	0.0	0.19204428488485137	1.0
16493	group2	0	5	0.0	1.1333962435062905	1.0	0	1	0.0	0.37137662112795433	1.0	0	0	0.3687223979639681	0.0	2.0
16182	group3	2	3	0.7640079631883729	0.655479445812356	3.0	1	0	1.0358596571675165	0.0	2.0	0	4	0.0	0.9360342287688934	1.0
16383	group3	3	0	0.4425649859385722	0.0	2.0	0	3	0.0	0.6640333775918722	1.0	4	0	0.9045995816365604	0.0	2.0
31784	group3	0	2	0.0	0.5850114538009064	1.0	0	0	0.0	0.3834156157599323	1.0	0	2	0.0	0.9754237220537432	1.0
21091	group3	0	0	0.0	0.0	0.0	0	0	0.0	0.6332755441007567	1.0	4	0	0.9130461384260945	0.0	2.0
19271	group3	0	2	0.500726785561564	0.6887828646050193	3.0	0	3	0.0	0.3840741147898884	1.0	0	2	0.0	0.48082034970943693	1.0
13279	group3	0	1	0.0	0.9161547567754453	1.0	0	0	0.0	0.6125452325779477	1.0	1	0	0.6922871131119793	0.0	2.0
15166	group2	3	0	0.7787746919702762	0.0	2.0	0	3	0.0	0.9519389957116766	1.0	8	0	1.3455436340065312	0.0	2.0
23559	group2	0	0	0.0	0.0	0.0	0	7	0.0	1.0784273929755024	1.0	2	0	0.7204009432214232	0.0	2.0
21183	group3	5	0	0.7657056315853232	0.0	2.0	0	2	0.0	0.9541323787103295	1.0	0	0	0.5314201094744143	0.0	2.0
30655	group3	0	1	0.0	0.8990229462053744	1.0	4	0	1.0797325760285437	0.0	2.0	0	4	0.0	0.7995632209841846	1.0
19502	group3	0	2	0.0	0.6911244527178949	1.0	0	0	0.9254549992777522	0.0	2.0	1	0	0.6553562266729828	0.0	2.0
23084	group1	0	3	0.0	1.3260490554907842	1.0	2	0	0.6521721722274911	0.0	2.0	4	0	0.8921577005485855	0.0	2.0
14644	group3	0	4	0.0	0.7193683880161911	1.0	0	2	0.0	0.7892707042236433	1.0	2	0	0.65925021273175	0.0	2.0
17364	group3	2	0	0.8383458151935752	0.0	2.0	1	0	0.7275725332521171	0.0	2.0	0	0	0.0	0.647950592873882	1.0
16032	group3	2	1	0.6881526017221166	0.6701118323222197	3.0	3	0	0.8205229731617125	0.0	2.0	0	1	0.0	0.5679551754027218	1.0
14521	group3	0	0	0.0	0.0	0.0	0	0	0.7480960006419529	0.0	2.0	0	1	0.0	0.5393494702586135	1.0
9966	group3	0	0	0.0	0.888361209132337	1.0	0	0	0.7366324867600678	0.0	2.0	0	0	0.3456564651749098	0.0	2.0
17689	group2	0	0	0.0	0.0	0.0	3	4	0.7099218439022649	0.8240993673103045	3.0	0	3	0.0	0.5986632177387696	1.0
15271	group3	1	0	0.8465176688059075	0.0	2.0	0	0	0.0	0.0	0.0	1	0	0.6308633048293464	0.0	2.0
16935	group2	1	0	0.6851829303538421	0.0	2.0	4	0	1.0322881081218367	0.0	2.0	8	0	1.5093101008912901	0.0	2.0
15044	group1	0	0	0.0	0.0	0.0	0	0	0.0	0.6619508906760866	1.0	1	0	0.6108249297475223	0.0	2.0
13940	group3	0	1	0.0	0.40484374102908705	1.0	0	3	0.0	0.5113987226560552	1.0	0	4	0.0	1.2483172954056831	1.0
15185	group3	2	0	0.8292800417101218	0.0	2.0	1	0	0.5290995745451417	0.0	2.0	0	0	0.7264797408689632	0.0	2.0
10749	group2	0	0	0.9328388471936532	0.0	2.0	1	0	0.8726149402042447	0.0	2.0	2	0	0.9074791864989564	0.0	2.0
15230	group3	0	0	0.0	0.0	0.0	0	3	0.0	0.7103563055875072	1.0	0	0	0.0	0.5539727429272407	1.0
15283	group3	0	3	0.5212370433530298	0.6861357360776974	3.0	4	0	0.8839339196552755	0.0	2.0	5	0	1.1467749500372073	0.0	2.0
15319	group2	0	2	0.6712749254740709	0.9356930980581069	3.0	0	0	0.0	0.0	0.0	0	2	0.0	0.6585627580137977	1.0
12918	group3	0	0	0.0	0.0	0.0	0	3	0.0	0.9056193460848763	1.0	1	0	0.5178187060096828	0.0	2.0
17270	group3	1	0	0.7520081999273878	0.9306755317058288	3.0	2	0	1.1104153650689619	0.0	2.0	2	0	0.5514027704162966	0.0	2.0
17405	group3	3	0	0.8719046899393335	0.0	2.0	0	0	0.0	0.36979524499082467	1.0	2	0	0.47267301409582274	0.0	2.0
18933	group1	1	2	0.5850468942252138	0.6078590512790156	3.0	1	0	0.3144920949444795	0.0	2.0	0	2	0.0	0.23513453017319463	1.0
11308	group2	0	0	0.7847923889691165	0.0	2.0	4	0	0.8447075835283677	0.0	2.0	0	1	0.0	0.8246042640908495	1.0
13712	group1	0	0	0.0	0.0	0.0	3	0	0.8386414670340117	0.0	2.0	0	0	0.5481772221835628	0.0	2.0
14437	group1	2	0	0.8299481025105027	0.5311114584962756	3.0	1	0	0.7264180072962717	0.0	2.0	6	0	1.4067664359183976	0.0	2.0
15933	group1	2	0	1.0642763014569132	0.0	2.0	0	0	0.0	0.0	0.0	0	2	0.0	0.5664752996746004	1.0
16375	group2	0	0	0.0	0.7324170096710821	1.0	0	0	0.0	0.24673847316957542	1.0	0	5	0.0	0.912922594858156	1.0
12619	group2	0	1	0.0	0.6439458916207036	1.0	0	1	0.0	0.9354186990888832	1.0	0	0	0.0	0.8035544731820106	1.0
16803	group3	1	2	0.6628625571976313	0.907072587803371	3.0	0	0	0.0	0.0	0.0	0	5	0.0	0.7000933783248334	1.0
24295	group3	0	1	0.0	0.530711720512584	1.0	2	0	0.3489561498326665	0.0	2.0	1	0	0.5795342433404191	0.0	2.0
14750	group3	0	0	0.8383103970807977	0.0	2.0	0	0	0.31194721492469824	0.0	2.0	0	1	0.0	0.8880872089742957	1.0
15864	group3	0	0	0.5328544683429448	0.0	2.0	2	0	0.512102484828861	0.0	2.0	0	2	0.0	1.2280832867974556	1.0
17634	group3	2	3	0.7490424915725584	0.6414055206612139	3.0	3	3	0.9558196645237044	0.6195444049293967	3.0	0	0	0.44502909243329913	0.0	2.0
11721	group2	0	0	0.5245193757935892	0.0	2.0	0	4	0.0	0.8822286640649697	1.0	0	0	0.7518750101164945	0.0	2.0
11727	group3	0	0	0.0	0.0	0.0	0	1	0.0	0.9070212666836055	1.0	0	1	0.0	0.9697464804988057	1.0
13794	group3	0	0	1.098751879430117	0.0	2.0	2	0	0.5051958084077307	0.0	2.0	1	0	0.7229105865388401	0.0	2.0
14805	group3	0	3	0.0	1.0032173182657569	1.0	0	1	0.0	1.1246190209723579	1.0	0	3	0.0	0.7068123517875672	1.0
15741	group3	2	0	0.7075533950270755	0.0	2.0	0	1	0.0	0.6873992975068145	1.0	0	6	0.0	1.1813871181143016	1.0
14470	group3	3	0	0.9889539332168421	0.0	2.0	0	0	0.4798092941083018	0.0	2.0	0	0	0.0	0.33645021941591646	1.0
18280	group3	0	0	0.0	0.0	0.0	0	0	0.0	0.6599200330624203	1.0	6	0	0.9068859937848601	0.0	2.0
17811	group1	0	0	0.0	0.0	0.0	4	0	0.6562232525099898	0.0	2.0	0	4	0.0	0.9055862780553158	1.0
20191	group1	0	0	0.0	0.0	0.0	1	0	0.7407197911869263	0.0	2.0	0	1	0.0	0.8642081169493357	1.0
12867	group2	0	0	0.0	0.8234493981555703	1.0	0	0	0.0	0.0	0.0	3	0	0.8273262452881404	0.0	2.0
18426	group3	0	0	0.0	0.0	0.0	0	0	0.8797677682400266	0.0	2.0	0	2	0.0	0.7673369825281623	1.0
17754	group3	3	0	0.697967413861403	0.0	2.0	3	0	0.9616804074894738	0.0	2.0	2	0	0.8274094152459919	0.0	2.0
16585	group3	0	3	0.0	1.0506300291329074	1.0	3	3	0.5951027132401604	0.9665665542789127	3.0	0	1	0.0	0.7925489830504477	1.0
15041	group2	0	0	0.0	0.0	0.0	0	1	0.0	0.930464420664227	1.0	2	0	0.49230267069867784	0.0	2.0
20789	group2	0	0	0.0	0.0	0.0	0	2	0.0	0.848414805710119	1.0	1	0	0.7744143500657255	0.0	2.0
16188	group3	0	7	0.0	1.2469571327980136	1.0	1	0	1.0845715292208484	0.0	2.0	0	2	0.0	0.8981826310013182	1.0
14601	group3	0	0	0.0	0.0	0.0	1	0	0.25647848886798613	0.9706018661998361	3.0	0	1	0.0	0.8690484228670103	1.0
19490	group3	0	3	0.0	0.9956814035693307	1.0	0	1	0.0	0.8414198445969978	1.0	0	3	0.0	0.9564920963964175	1.0
17782	group3	0	0	0.0	0.5229917839681884	1.0	0	4	0.0	1.1806001128703372	1.0	0	1	0.0	0.4486741390015251	1.0
16983	group3	4	0	1.0773436844024369	0.0	2.0	0	0	0.6709769628899828	0.0	2.0	0	5	0.0	0.539812213847954	1.0
18822	group2	1	2	0.6902989086823178	0.8256650704901489	3.0	0	0	0.540231365859416	0.0	2.0	0	4	0.0	0.8969713708695004	1.0
24053	group2	5	1	0.6414539544682887	0.7354634410258115	3.0	0	2	0.0	0.6433076327260248	1.0	2	0	0.458162695552572	0.0	2.0
17966	group2	0	0	0.0	0.0	0.0	1	0	0.6493983284713193	0.0	2.0	0	3	0.0	0.6832181525489468	1.0
16491	group2	0	0	0.0	0.0	0.0	1	0	0.7153370706930706	0.0	2.0	0	0	0.0	0.6469370491652858	1.0
18001	group2	4	0	0.7958235065525278	0.0	2.0	3	0	0.7492587079148886	0.0	2.0	0	0	0.49532094105479024	0.0	2.0
12850	group2	0	0	0.0	0.0	0.0	0	2	0.0	0.9097633899143218	1.0	0	0	0.7191661530703505	0.0	2.0
21830	group3	2	5	1.0044908072263838	0.6898683242828678	3.0	0	0	0.0	0.0	0.0	2	0	0.705806554183904	0.0	2.0
12790	group1	0	0	0.0	0.0	0.0	0	1	0.0	1.1609736828097428	1.0	0	0	0.0	0.49576233203455156	1.0
23020	group1	2	0	1.0214338108243983	0.0	2.0	1	0	0.6964123927380046	0.0	2.0	0	0	0.0	0.4321429080546285	1.0
16249	group3	2	0	0.8109027183456459	0.0	2.0	0	0	0.0	0.0	0.0	0	1	0.0	0.6918572426409668	1.0
23298	group3	2	2	0.408384857726034	0.9125605587554619	3.0	0	0	0.0	0.0	0.0	0	0	0.0	0.8027000995265954	1.0
9690	group3	0	0	0.0	0.0	0.0	0	1	0.0	0.6436432371108298	1.0	0	0	0.9062554386177646	0.0	2.0
16601	group3	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	4	0.0	0.9116623199120839	1.0
30647	group2	5	0	0.8119208142319123	0.0	2.0	0	1	0.0	0.8212358542712407	1.0	2	0	0.3898027199020061	0.0	2.0
17907	group3	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	1	0	0.6041108961247701	0.0	2.0
18100	group2	0	0	0.0	0.0	0.0	1	0	0.5529728881308076	0.0	2.0	3	0	0.5078982203825646	0.0	2.0
8176	group2	0	1	0.0	0.9847827562314324	1.0	0	0	0.5550014709628	0.0	2.0	0	0	0.0	1.0322319352655382	1.0
18053	group3	1	0	0.5785917388571151	0.0	2.0	0	0	0.0	0.6647331679155034	1.0	6	0	0.7554850487933714	0.0	2.0
17073	group3	0	0	0.0	0.0	0.0	0	4	0.0	0.7263190817470585	1.0	1	0	0.8003576920278991	0.0	2.0
18055	group2	0	0	0.0	0.0	0.0	0	0	0.0	0.39231198948277757	1.0	0	3	0.0	1.2081580156880358	1.0
13144	group3	0	0	0.0	0.0	0.0	0	0	0.5680299271422942	0.0	2.0	0	2	0.0	0.722559955829553	1.0
17252	group3	0	6	0.0	0.8694877348480371	1.0	2	0	0.902788608797484	0.23995976202531577	3.0	3	0	0.8390107180797741	0.0	2.0
16118	group1	6	0	0.9054432434992973	0.0	2.0	0	2	0.6974188172827349	0.9265546651443386	3.0	0	2	0.0	0.6874603609369931	1.0
11321	group2	0	0	0.0	0.0	0.0	0	0	0.0	0.7207928147364809	1.0	0	0	0.0	0.6188178893297511	1.0
18334	group2	4	1	1.0631076545226636	0.4804065655378873	3.0	0	0	0.0	0.0	0.0	0	0	0.5527762502942595	0.0	2.0
17447	group3	0	6	0.0	0.8834255548299218	1.0	1	0	0.8033290771352051	0.0	2.0	1	0	0.6984797750886624	0.0	2.0
14863	group2	3	0	0.759646037654173	0.0	2.0	4	2	0.7468786648500123	0.8285682465632364	3.0	0	1	0.0	0.987153742855033	1.0
23214	group3	0	2	0.0	0.36153260343454974	1.0	0	3	0.0	0.9110696127911181	1.0	2	0	0.729632396915853	0.0	2.0
13227	group3	2	0	0.8159926148509062	0.0	2.0	0	0	0.7064258546555334	0.0	2.0	1	0	0.4058322247151452	0.0	2.0
13341	group3	0	0	0.37407608866914294	0.5339648180981993	3.0	2	0	0.9070960489422972	0.0	2.0	2	0	0.7946365606002789	0.0	2.0
17436	group2	0	6	0.0	1.1096980309593583	1.0	1	0	0.7857250814031546	0.0	2.0	0	0	0.5649249957184272	0.0	2.0
12040	group3	0	0	0.0	0.0	0.0	1	0	0.6214613972264375	0.0	2.0	0	2	0.0	1.085131613662409	1.0
15344	group2	0	1	0.0	0.6904774117348742	1.0	0	0	0.0	0.0	0.0	0	1	0.0	0.931803338776209	1.0
19739	group3	0	2	0.0	0.49029180023614355	1.0	0	2	0.0	0.6991736549479277	1.0	0	0	0.0	0.38025431577462016	1.0
14636	group2	1	0	0.7755465641540902	0.0	2.0	0	1	0.0	0.6660237656191301	1.0	0	0	0.3034436540549526	0.0	2.0
27040	group3	4	0	0.46882995618038253	0.0	2.0	0	2	0.0	0.5116073649991665	1.0	0	4	0.0	0.8175899993355455	1.0
16533	group3	0	0	0.0	0.0	0.0	3	5	1.2233122357969186	0.9552269954377143	3.0	0	2	0.0	1.1372272146754343	1.0
13063	group2	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	1	0.0	0.43433357604411316	1.0
34147	group3	0	5	0.0	0.8688268172703113	1.0	3	0	0.5618864617881199	0.0	2.0	6	0	1.2016163406381914	0.0	2.0
15072	group3	1	0	0.8231481058880217	0.0	2.0	0	0	0.0	0.0	0.0	0	0	0.39171525400433	0.0	2.0
13408	group1	2	0	0.6633922091519037	0.5060864780155091	3.0	0	2	0.0	0.9917848168019716	1.0	1	0	0.903841942989065	0.0	2.0
13194	group1	2	2	0.9331276704392687	0.8454533435726521	3.0	0	1	0.0	0.9066747899762672	1.0	1	0	0.752068820691125	0.0	2.0
15054	group2	0	0	0.33834604496746706	0.0	2.0	0	5	0.0	1.0381502693861122	1.0	0	6	0.0	1.2514904392033093	1.0
17439	group3	1	2	0.4447193115678909	0.583436505119707	3.0	1	0	0.47984347152966217	0.0	2.0	1	0	0.4206252643445978	0.0	2.0
17050	group3	0	1	0.0	0.31987155807498086	1.0	2	0	0.8233895745772108	0.0	2.0	1	0	0.765420507210134	0.0	2.0
10343	group2	0	1	0.0	1.18417044033887	1.0	0	0	0.0	0.8453397295930845	1.0	0	0	0.7090737620212053	0.0	2.0
13626	group3	3	0	0.8700446167317305	0.0	2.0	3	0	0.7453717374572021	0.0	2.0	0	0	0.0	0.6587509550824987	1.0
16654	group3	2	0	0.7595957641834842	0.3762955273591487	3.0	0	3	0.0	0.878573272854265	1.0	0	0	0.7805480123078227	0.0	2.0
18619	group3	0	1	0.0	0.7585227247981648	1.0	0	0	0.0	0.5342851825998465	1.0	0	5	0.0	0.8494790225044855	1.0
19135	group3	2	1	0.7955069924557698	0.6483737375412517	3.0	0	2	0.0	0.9330247334508747	1.0	5	0	1.1287123021018524	0.0	2.0
11318	group3	0	1	0.0	0.8534357068657336	1.0	0	1	0.0	0.6434505186200998	1.0	1	0	1.3949475906146651	0.0	2.0
10210	group3	1	0	1.002672903087542	0.0	2.0	0	2	0.0	0.7114448524102434	1.0	1	0	0.8550113869803513	0.0	2.0
31777	group3	0	0	0.0	0.0	0.0	4	4	0.5251834039885521	0.632928259521068	3.0	0	0	0.0	0.46115797065562525	1.0
17286	group3	0	0	0.0	0.0	0.0	1	0	0.4440486920932307	0.0	2.0	2	0	0.6570374082167741	0.0	2.0
14153	group3	0	1	0.7427480225695796	1.0034253209538888	3.0	0	3	0.0	0.7933760482614404	1.0	4	0	0.7122032451940875	0.0	2.0
12859	group2	0	0	0.0	0.0	0.0	0	2	0.0	0.8525382090291542	1.0	0	5	0.0	1.191805178495266	1.0
13803	group3	0	0	0.9698434724380629	0.0	2.0	0	1	0.0	0.7980016573582319	1.0	3	0	0.9395370841547055	0.0	2.0
17654	group3	0	4	0.0	0.8161890089015116	1.0	0	1	0.0	0.6324510531280292	1.0	2	0	0.8324284244086448	0.0	2.0
13655	group2	0	0	0.0	0.0	0.0	0	0	0.0	0.5561561986598174	1.0	2	0	0.4284813895221877	0.0	2.0
14067	group3	0	1	0.0	0.8054536609863759	1.0	3	0	0.7752325409966105	0.0	2.0	0	1	0.0	0.8474462938966955	1.0
20871	group3	1	1	0.7568343901309907	0.4540232644531701	3.0	2	5	0.6118426880184862	1.003960672235238	3.0	4	0	0.8477195619151215	0.0	2.0
