nCount_RNA	group	0.5_0_0_0.5_x	0.5_0_0_0.5_y	0.5_0_0_0.5_x_expression	0.5_0_0_0.5_y_expression	0.5_0_0_0.5_group	0_0.5_0.5_0_x	0_0.5_0.5_0_y	0_0.5_0.5_0_x_expression	0_0.5_0.5_0_y_expression	0_0.5_0.5_0_group
19515	group3	2	3	-9.080717088064803	-9.19536774999894	0.0	4	8	-9.116141982985916	-7.968071580319934	1.0
26048	group3	6	3	-8.330589963334019	-8.837264607479002	0.0	8	12	-8.391278333771666	-7.713803920314668	1.0
17202	group3	2	3	-9.730430272956314	-8.985598125842793	0.0	8	2	-8.026577673311818	-8.263445204309997	2.0
18067	group3	12	14	-7.97159404793277	-8.050700951499488	3.0	2	5	-9.013615808958194	-7.865157049590869	1.0
14545	group1	2	1	-8.966182048555005	-9.707422089903467	0.0	1	7	-9.435203609743972	-7.799285334403061	1.0
15016	group3	6	8	-8.122854216791175	-7.880427220770397	3.0	2	1	-7.996248282357662	-9.801633001251583	2.0
16286	group3	7	9	-8.085559184013446	-7.914509447494812	3.0	4	5	-7.978168449436388	-9.273983784176023	2.0
16776	group3	5	3	-8.88886663900103	-9.33167521314582	0.0	6	5	-8.007551447583895	-9.068194307173373	2.0
11206	group3	3	3	-8.592109841198221	-8.74864909382396	0.0	4	1	-8.064988215198431	-8.919205386911694	2.0
19486	group3	4	4	-7.92497060406046	-7.9929026908137155	3.0	12	4	-7.943057789853806	-8.660861622966994	2.0
13954	group2	4	5	-8.849442837965606	-8.373638739515064	0.0	0	4	-9.121568356628305	-7.988102094099771	1.0
12328	group3	1	1	-9.253264111148958	-8.725547712659795	0.0	5	1	-8.139750940654817	-8.687280765760812	2.0
17842	group1	6	6	-8.01926160358243	-8.04359730541783	3.0	1	6	-9.686494530591517	-7.832240434748771	1.0
24731	group3	8	8	-8.092260362038308	-7.999605338847907	3.0	0	12	-8.685181035197024	-8.032549758555893	1.0
26956	group3	7	9	-8.027603686673352	-8.01271165304689	3.0	4	4	-8.060109126868571	-8.608856867075838	2.0
19033	group3	5	10	-7.910593248031356	-7.9048336016645635	3.0	7	2	-8.0490273150929	-8.583179780291449	2.0
23601	group2	10	8	-7.762866706024844	-8.075788595575066	3.0	8	1	-8.112121802860335	-9.19693577325759	2.0
26916	group3	9	15	-8.149294799474712	-8.000743389018291	3.0	3	5	-9.124942295556005	-7.926415497816843	1.0
15122	group2	2	1	-8.999997071558521	-9.082861006279511	0.0	1	2	-7.989858781518026	-9.01687718876323	2.0
13099	group3	3	1	-8.837294228355292	-8.761046430382521	0.0	0	3	-9.22276605756137	-8.032078062640828	1.0
16493	group2	9	5	-8.075170029342605	-8.01212811341711	3.0	1	7	-8.678258960527351	-8.065917081692657	1.0
16182	group3	1	3	-9.094052459098023	-9.343139571553868	0.0	2	4	-7.982757077839047	-9.149970785881983	2.0
16383	group3	1	1	-8.768696478579177	-8.847024065108934	0.0	1	6	-9.495322676821752	-7.984075004508806	1.0
31784	group3	8	13	-8.09645193134919	-8.006276978102223	3.0	5	8	-8.839371193102172	-8.05713704179128	1.0
21091	group3	2	0	-9.56042719636913	-9.404238088527439	0.0	7	0	-7.990934067039721	-8.869074185711762	2.0
19271	group3	4	4	-8.29028998078144	-7.970093880972211	3.0	2	9	-9.619324440936353	-7.842983230296383	1.0
13279	group3	4	8	-8.110855042603495	-7.976280789074901	3.0	4	1	-8.018677411569982	-9.112743914067282	2.0
15166	group2	8	5	-8.12286509130114	-7.83981817109101	3.0	2	5	-9.198647801900043	-7.976598406492029	1.0
23559	group2	7	11	-7.865122644925104	-8.010425072753316	3.0	1	8	-9.36126595367992	-7.951974801409718	1.0
21183	group3	10	2	-8.015829707936108	-7.812616124786133	3.0	7	1	-7.9338979932432405	-9.276918474855384	2.0
30655	group3	1	2	-8.48064460020586	-9.002808030188973	0.0	6	6	-8.561407311835943	-8.040515880450263	1.0
19502	group3	2	4	-8.559696596827976	-9.039211391576448	0.0	8	7	-7.79575640531951	-8.42482492735329	2.0
23084	group1	10	7	-8.19479425350023	-8.036702362539996	3.0	4	14	-8.4701517366212	-7.849223328349382	1.0
14644	group3	1	1	-9.100703201557154	-8.759374015911192	0.0	6	2	-7.8792687556946515	-9.045090852541085	2.0
17364	group3	3	1	-7.922398945727579	-8.057327770073385	3.0	2	3	-8.376190372114475	-9.191618926769245	2.0
16032	group3	6	6	-8.042752491133609	-7.9879114173496575	3.0	9	6	-7.863255979964733	-8.752568900849358	2.0
14521	group3	8	8	-8.209176924434415	-7.957347383318078	3.0	3	2	-8.224375923032245	-9.363251623186324	2.0
9966	group3	0	0	-8.816597766127884	-9.090889190138542	0.0	1	3	-9.09882412557392	-8.087836340240145	1.0
17689	group2	6	6	-8.071597957002103	-7.967646511226396	3.0	8	2	-8.213493564337252	-9.151021613078065	2.0
15271	group3	3	3	-8.985608822439543	-8.639399223056389	0.0	2	6	-8.747780027356939	-7.9207722138528425	1.0
16935	group2	4	6	-8.070631325562589	-7.844964393993444	3.0	3	7	-9.053995920375705	-8.042104626972785	1.0
15044	group1	1	1	-9.248740586704434	-9.059023583543501	0.0	5	3	-8.829581433801605	-8.112732003171507	1.0
13940	group3	1	4	-8.9736869344775	-8.749041389360816	0.0	0	7	-9.225851158926439	-8.058720466026157	1.0
15185	group3	6	1	-8.104865875731475	-7.863278842540966	3.0	7	0	-7.984668452324899	-9.21057470798788	2.0
10749	group2	5	5	-7.996434342156678	-7.940667152225469	3.0	2	2	-8.162122131176327	-9.59228130753706	2.0
15230	group3	5	5	-8.699890234034791	-8.764019315173753	0.0	7	2	-7.813523936128651	-9.796719649508912	2.0
15283	group3	1	2	-8.269790932109192	-8.040360351096385	3.0	3	7	-9.512501760950117	-8.096550937072395	1.0
15319	group2	1	0	-9.114327755254605	-9.552262760039566	0.0	1	3	-7.91636410982869	-9.01730467463346	2.0
12918	group3	5	5	-8.032131423781527	-8.012073721556852	3.0	2	2	-9.540929597543922	-8.025523716645262	1.0
17270	group3	5	5	-7.878417986973621	-7.830392237849386	3.0	0	7	-8.885063444472747	-8.040696829527612	1.0
17405	group3	1	1	-9.112700826923698	-8.988735754046827	0.0	8	1	-8.097375338308444	-9.196855975833564	2.0
18933	group1	8	8	-7.897664259085502	-7.97344950525788	3.0	8	7	-8.32572148415769	-7.962539607642413	1.0
11308	group2	2	1	-7.867017500007801	-8.15729277600557	3.0	4	0	-8.197190111465499	-9.198512013826013	2.0
13712	group1	1	2	-9.022341228868195	-8.989221584575242	0.0	3	4	-8.919176510847635	-7.932181679641205	1.0
14437	group1	6	6	-7.865673121361733	-8.082747827845782	3.0	4	2	-7.960320935811448	-8.769195468412684	2.0
15933	group1	6	5	-7.8214948241608955	-8.06930158798777	3.0	8	1	-7.853005247881189	-9.26970146767043	2.0
16375	group2	6	4	-8.134196082128044	-7.861735427554919	3.0	2	1	-9.157381385820255	-8.017690430927242	1.0
12619	group2	1	1	-8.869951100977028	-9.233621977367081	0.0	4	4	-7.98845941176524	-8.491908623559326	2.0
16803	group3	4	2	-8.61648623091844	-8.946176785692845	0.0	7	1	-7.774782149566322	-9.509200571702454	2.0
24295	group3	4	5	-7.898499991153138	-8.012859678178899	3.0	5	1	-7.935946329870592	-9.83801106151056	2.0
14750	group3	4	5	-8.223306743473053	-7.728787187153568	3.0	5	2	-7.904196795077832	-9.067845195196998	2.0
15864	group3	4	2	-9.190403791553809	-9.43666029815867	0.0	3	5	-8.036728939965673	-8.880771347815175	2.0
17634	group3	6	11	-8.072346212480866	-7.921205663568749	3.0	6	4	-8.426394341300417	-8.003108640417942	1.0
11721	group2	5	6	-8.229736645208698	-7.985023180960376	3.0	1	2	-8.928809446008842	-7.965308695543528	1.0
11727	group3	5	5	-7.87422229853045	-8.05228447028342	3.0	2	3	-7.954643133525018	-8.502088914911079	2.0
13794	group3	3	3	-7.839951461666901	-7.883338482838499	3.0	1	4	-8.969569804436516	-8.064785488559924	1.0
14805	group3	0	0	-8.847481127194971	-8.833144433114873	0.0	6	1	-8.027177365596986	-9.148124044171755	2.0
15741	group3	0	2	-8.935165198120895	-8.84706634363849	0.0	3	1	-8.226289345119568	-9.112829305306354	2.0
14470	group3	2	1	-9.55758371583705	-8.909866337115531	0.0	1	6	-8.924226679333405	-7.915020797608808	1.0
18280	group3	1	9	-9.125794944645806	-8.257024751565044	0.0	3	4	-9.039713159270054	-7.8989330313940815	1.0
17811	group1	3	2	-9.039698669531022	-8.894296981035575	0.0	7	1	-7.703298683039755	-9.0509219308916	2.0
20191	group1	8	7	-8.02368976149899	-8.028885337071689	3.0	1	13	-9.092842902176663	-7.975570304320702	1.0
12867	group2	4	7	-7.787042596231288	-8.098894814410054	3.0	0	4	-9.430489039810666	-7.712635560213855	1.0
18426	group3	10	5	-8.080967301237406	-7.931824073872294	3.0	6	7	-8.849512763045688	-7.8899049274987485	1.0
17754	group3	5	5	-7.981925976156197	-7.99846900199526	3.0	9	5	-8.017622790461294	-8.274868102957722	2.0
16585	group3	0	1	-9.011871071908082	-8.9797586998348	0.0	0	6	-9.028432635131969	-8.0134726965433	1.0
15041	group2	3	1	-8.902198969983905	-9.219679409930771	0.0	3	2	-8.642074223296797	-8.043461653657069	1.0
20789	group2	4	7	-7.981646515668502	-7.857312712901055	3.0	0	6	-9.110645540534353	-8.027861870713291	1.0
16188	group3	3	6	-8.127703432872384	-8.008831198249862	3.0	2	6	-9.57191096355914	-8.060207467951384	1.0
14601	group3	3	4	-7.947446406646391	-8.343162555994706	3.0	4	6	-9.029883189568459	-7.8645457816268145	1.0
19490	group3	1	6	-9.612096914618615	-8.910857636915996	0.0	3	7	-8.490138810975996	-8.083737203656606	1.0
17782	group3	9	4	-7.767322584751941	-7.905276031498403	3.0	4	1	-7.986122096276082	-9.542652147056943	2.0
16983	group3	4	2	-8.986123343057491	-9.288533040330673	0.0	1	4	-9.115026936879454	-8.009734662058033	1.0
18822	group2	2	5	-8.12299170495297	-8.225328906073672	3.0	2	7	-9.266957058306225	-8.063515529719938	1.0
24053	group2	6	4	-9.203302673198412	-8.618454414802228	0.0	9	5	-7.840348325323829	-8.898074654284965	2.0
17966	group2	5	7	-7.892079386499102	-7.8153492625509156	3.0	1	10	-9.358077576677456	-7.874458057183008	1.0
16491	group2	5	8	-8.018540822227914	-7.781436231369912	3.0	5	1	-7.986848634517576	-9.006818928123858	2.0
18001	group2	7	8	-7.787644723604751	-8.051243766308579	3.0	2	6	-9.315005043322612	-8.170226723506808	1.0
12850	group2	2	2	-9.431831708021585	-9.194293359892345	0.0	5	0	-7.974142511365174	-9.287999123655785	2.0
21830	group3	3	2	-8.842711070996895	-8.95245913890852	0.0	5	1	-7.948511589469952	-9.114934326224525	2.0
12790	group1	3	3	-8.77941612718044	-8.402975095100242	0.0	2	1	-9.090058121040048	-8.043499901978677	1.0
23020	group1	3	7	-9.195975080337611	-8.650743731802406	0.0	2	5	-9.353994628037462	-8.014628682939426	1.0
16249	group3	5	1	-8.747263115528598	-8.927201952429852	0.0	6	0	-8.138151873908416	-8.96714100155057	2.0
23298	group3	1	2	-9.114454944529525	-8.586023970885062	0.0	12	4	-7.817029582791592	-9.256548851444983	2.0
9690	group3	5	5	-7.941945398287936	-8.139764229213847	3.0	4	0	-7.956735698179357	-8.999933518000747	2.0
16601	group3	5	7	-7.918854032016433	-8.167648882960192	3.0	5	4	-8.073307162698123	-8.800843481640555	2.0
30647	group2	4	4	-8.980053297256157	-9.016367611635872	0.0	6	4	-7.888370475991898	-8.77515571562663	2.0
17907	group3	3	1	-9.329621684098816	-8.76142981521209	0.0	2	5	-8.550708265320726	-7.961677229469053	1.0
18100	group2	10	10	-7.922820406328514	-7.89528144544978	3.0	3	1	-7.957218438170939	-9.139745511687272	2.0
8176	group2	2	2	-7.9701095951929	-8.024254181314456	3.0	0	4	-9.084790570822614	-7.944691651799394	1.0
18053	group3	1	4	-8.524653883081298	-8.994273011427602	0.0	4	5	-8.96740548855158	-8.025894787079663	1.0
17073	group3	0	2	-9.797834836915046	-9.27163144102034	0.0	4	12	-8.568528143779872	-7.881311305100067	1.0
18055	group2	9	6	-8.16749162031688	-8.071803192010655	3.0	2	6	-8.549004443874926	-7.962229546542592	1.0
13144	group3	1	2	-9.027435786867198	-8.870918600622462	0.0	5	0	-8.114259271435472	-9.083231781156593	2.0
17252	group3	10	9	-7.833000451070623	-8.02921036414955	3.0	6	2	-7.981768665649413	-8.989350139836729	2.0
16118	group1	5	3	-8.164480281506242	-7.7493782374882745	3.0	2	17	-9.063819890105268	-7.703881873227847	1.0
11321	group2	6	4	-7.971372416911292	-7.95836968074947	3.0	1	2	-8.90040773535345	-8.180998578459587	1.0
18334	group2	4	3	-8.791464118485903	-8.719604981085935	0.0	4	7	-8.779492024686792	-7.925527920438967	1.0
17447	group3	2	2	-9.610039963836783	-9.103830561667573	0.0	4	6	-9.057856638104933	-8.125415904501732	1.0
14863	group2	3	3	-7.926310749469509	-7.910512765996105	3.0	7	4	-7.999923813683441	-8.745533650646426	2.0
23214	group3	7	9	-8.100549472724275	-7.906771089065239	3.0	2	4	-9.533403855887553	-8.095761058120669	1.0
13227	group3	1	1	-9.056840779413715	-9.329136565064946	0.0	1	3	-8.803588288889067	-7.761789849028912	1.0
13341	group3	1	0	-9.023165599605887	-9.15845882074432	0.0	0	6	-8.73169430855384	-7.790622302199284	1.0
17436	group2	1	0	-8.752589098368906	-9.713932582196103	0.0	2	6	-8.875349215710596	-8.222742257673337	1.0
12040	group3	4	0	-8.62553612382089	-9.182305107447332	0.0	9	3	-7.959797212683338	-8.95110043283102	2.0
15344	group2	5	8	-7.982592414307577	-7.877789464017447	3.0	10	4	-7.955024073446808	-8.637412917737871	2.0
19739	group3	8	10	-7.859854125643803	-7.872637827357514	3.0	7	2	-7.914342061077069	-8.849243767845168	2.0
14636	group2	1	3	-9.121167680801381	-9.32258702709112	0.0	1	2	-9.277063397013965	-8.02673284389236	1.0
27040	group3	13	6	-8.002892536408547	-8.085255973639518	3.0	4	7	-9.05880819369239	-8.007901741725345	1.0
16533	group3	6	3	-8.106638890142355	-8.025822536290837	3.0	6	1	-8.144097617530242	-9.475146632796587	2.0
13063	group2	0	3	-9.41535559996076	-8.393278480022321	0.0	0	4	-9.177230945658941	-8.255805453017793	1.0
34147	group3	5	13	-8.349888530215125	-8.091291237031482	3.0	4	12	-9.089913371198348	-8.00585966136065	1.0
15072	group3	5	3	-8.116620860308712	-8.085339587396609	3.0	5	3	-7.999834260661334	-8.693089953669347	2.0
13408	group1	3	5	-8.070929448618305	-7.863019071507839	3.0	1	1	-8.610934442181998	-7.952799053950192	1.0
13194	group1	2	3	-8.589829372821862	-9.169462589043869	0.0	6	0	-8.110575203232676	-9.195905222755268	2.0
15054	group2	4	2	-8.634634310083113	-9.462878715177801	0.0	8	1	-7.940452656068696	-8.83888646982691	2.0
17439	group3	3	1	-9.138601604446015	-8.738747466320067	0.0	3	4	-8.541126109982054	-7.973928182585835	1.0
17050	group3	5	6	-8.061970084134616	-8.06021066566334	3.0	1	0	-8.159800000260768	-9.00239311870379	2.0
10343	group2	1	1	-8.894733451773677	-9.052563158054626	0.0	1	3	-8.262868458571667	-8.722564749065919	2.0
13626	group3	1	8	-8.115199541627266	-8.009498163341977	3.0	1	2	-8.799174541977102	-8.239327252368927	1.0
16654	group3	2	1	-8.88544012976199	-8.985419097993184	0.0	4	4	-8.835376464066501	-7.867075011826082	1.0
18619	group3	6	4	-8.830117367567263	-8.943406139029445	0.0	0	1	-8.052328647775324	-8.986017500100525	2.0
19135	group3	6	4	-7.954724571906416	-8.083139161040698	3.0	3	3	-8.797011303133234	-7.970654722802241	1.0
11318	group3	1	1	-8.938737606325766	-8.937205953457614	0.0	0	4	-9.003672655981934	-8.007429443539088	1.0
10210	group3	1	3	-8.068965010459124	-8.071208332525174	3.0	1	5	-9.02269903844612	-8.090467155289724	1.0
31777	group3	10	15	-8.013134520065673	-7.905411446775238	3.0	3	12	-9.202093556212823	-7.91456491801762	1.0
17286	group3	7	4	-7.918511408020939	-8.053451598979832	3.0	1	8	-9.016760235015022	-7.88980770182247	1.0
14153	group3	1	1	-8.577991127501589	-9.112333474951884	0.0	2	4	-8.322015904012122	-8.057851176660257	1.0
12859	group2	1	0	-9.521387851315371	-8.713590420824723	0.0	4	1	-7.694589533909532	-8.95739403952694	2.0
13803	group3	3	3	-8.102652460239186	-8.057854422404866	3.0	0	5	-8.739288201223852	-7.989249486489258	1.0
17654	group3	4	2	-8.036024728942346	-7.940773080685829	3.0	3	7	-9.102635107028059	-7.900760165280528	1.0
13655	group2	1	8	-7.741022078953169	-7.939941520700356	3.0	0	5	-9.141577995640056	-8.23454145440018	1.0
14067	group3	8	4	-7.895085713286737	-7.904909285923204	3.0	3	1	-7.861990246718225	-9.496098412642331	2.0
20871	group3	2	4	-8.687752813982781	-8.843025701246864	0.0	2	12	-9.259346997475724	-7.9859029206768035	1.0
10861	group3	3	0	-8.8858584089355	-9.148745555980936	0.0	2	0	-7.98986654398561	-8.589602368837044	2.0
17040	group2	5	5	-8.155224395830615	-7.979508265704132	3.0	2	2	-7.701650264588146	-8.992468126297595	2.0
18556	group3	3	5	-8.009568912582269	-8.210448903257246	3.0	7	4	-8.023322648313544	-9.118644675200931	2.0
16697	group3	5	10	-7.932261737804648	-7.92436442280926	3.0	6	3	-8.022345601704979	-8.614683733727277	2.0
16680	group3	10	7	-7.851983474665621	-7.940200494235969	3.0	7	3	-7.897536457137145	-8.83161688605153	2.0
9492	group3	6	1	-7.982121632638281	-7.877823486852247	3.0	4	0	-7.963114555800347	-8.92808234979945	2.0
16727	group3	2	5	-8.063669857322612	-8.101576234025394	3.0	5	2	-8.008669054259464	-8.856030265759786	2.0
22678	group3	5	1	-9.065140580623464	-9.051439382885606	0.0	3	3	-8.887688895078727	-8.228894826574928	1.0
17079	group3	1	1	-8.647940550451514	-9.283310579823095	0.0	6	1	-8.056261720089667	-8.98147411417106	2.0
28736	group3	8	14	-8.0876631972432	-7.697503083901401	3.0	4	14	-8.882536291949226	-8.110749111781873	1.0
14981	group3	6	4	-7.922592561801931	-8.147886333776393	3.0	6	0	-8.007852668698792	-9.321153692280143	2.0
13120	group3	4	5	-7.962432755117107	-7.9127656087172245	3.0	6	3	-7.873686666328338	-9.38196300793258	2.0
10332	group3	2	1	-8.061997750975777	-7.994485373107725	3.0	0	2	-9.43293649710028	-7.943629827910035	1.0
18986	group2	1	1	-9.703080957299989	-8.915740597374564	0.0	7	4	-8.157155986976747	-8.723977164361676	2.0
20837	group3	10	5	-8.022688599972286	-8.058455917461343	3.0	3	4	-8.85409944082749	-8.017324011563236	1.0
11676	group2	4	3	-8.651543552777769	-8.778525866610737	0.0	4	3	-8.080247168256218	-8.683524447224537	2.0
10346	group3	2	3	-8.884176585718922	-8.804774030693375	0.0	1	4	-9.170841681155549	-8.048016602238288	1.0
15409	group3	0	3	-9.339939982103095	-8.815577811127831	0.0	1	2	-8.571983653005349	-8.035518062352706	1.0
13551	group1	6	7	-8.049943761815618	-7.902064116661204	3.0	3	0	-7.839035111558876	-8.837913584597223	2.0
20627	group3	2	2	-8.870072233602993	-9.037970578402277	0.0	2	7	-8.952946804888745	-7.8982149669174015	1.0
18779	group3	10	5	-7.913041081011266	-8.033771614545401	3.0	5	7	-8.48468098510193	-7.915180345429804	1.0
12472	group3	3	5	-8.082795281277663	-8.280274618513268	3.0	10	1	-7.696237178789273	-8.907280944984281	2.0
14964	group3	0	5	-9.091225931640395	-8.526337725877845	0.0	1	8	-9.137438037865802	-8.094472271149662	1.0
13936	group3	7	0	-8.224411539580636	-9.062154503155861	0.0	1	3	-9.086395159956234	-7.964847113020164	1.0
21235	group2	5	2	-8.449400183140552	-8.990979875478368	0.0	6	5	-8.220865824790925	-8.708741639617042	2.0
5886	group3	0	0	-8.867793038275467	-9.100853951890587	0.0	1	2	-8.91005749431903	-8.056496870178263	1.0
26993	group3	12	8	-7.941630262967766	-8.14007341396522	3.0	3	9	-8.683215510250639	-7.711480927287518	1.0
13212	group3	0	3	-9.215776152428003	-8.975620868714998	0.0	2	5	-8.830235253411779	-8.088722808621041	1.0
13574	group3	2	1	-7.897817725941835	-7.945081031409642	3.0	1	3	-9.370057183118268	-8.03753945088045	1.0
20615	group2	7	11	-7.941650080867003	-7.731444126591648	3.0	1	8	-8.94512978951557	-8.041865830186099	1.0
18069	group3	5	2	-8.100108782080614	-8.177751104177121	3.0	7	2	-7.9513950592340885	-8.653582770586961	2.0
15054	group2	5	2	-7.838600905205332	-8.002033438127324	3.0	3	4	-7.80412393657641	-8.873217357403348	2.0
12804	group1	7	3	-8.081385521520938	-7.825911974777771	3.0	5	1	-8.026728697321987	-8.700237319676432	2.0
21508	group3	2	4	-9.175024378373703	-9.072157253232113	0.0	2	7	-8.993326578437832	-8.052683148346402	1.0
14562	group2	4	5	-7.948827791067191	-7.9271755617029775	3.0	8	3	-8.06933589960317	-8.734943930507571	2.0
15775	group2	5	7	-8.090400175231697	-8.04507450128943	3.0	4	5	-7.850938908751173	-9.159059754211192	2.0
20790	group3	1	7	-9.097514888514535	-8.390346202333065	0.0	7	3	-8.06641653182989	-8.755759554709654	2.0
37038	group3	4	4	-9.16807035187134	-8.872245986084177	0.0	8	2	-8.086722730550004	-9.305965253301745	2.0
