nCount_RNA	group	1_0.25_0.25_0.25_0.25_0.5_x	1_0.25_0.25_0.25_0.25_0.5_y	1_0.25_0.25_0.25_0.25_0.5_x_expression	1_0.25_0.25_0.25_0.25_0.5_y_expression	1_0.25_0.25_0.25_0.25_-0.5_x	1_0.25_0.25_0.25_0.25_-0.5_y	1_0.25_0.25_0.25_0.25_-0.5_x_expression	1_0.25_0.25_0.25_0.25_-0.5_y_expression	1_0.25_0.25_0.25_0.25_0_x	1_0.25_0.25_0.25_0.25_0_y	1_0.25_0.25_0.25_0.25_0_x_expression	1_0.25_0.25_0.25_0.25_0_y_expression	1_0.25_0.25_0.15_0.25_0.5_x	1_0.25_0.25_0.15_0.25_0.5_y	1_0.25_0.25_0.15_0.25_0.5_x_expression	1_0.25_0.25_0.15_0.25_0.5_y_expression	1_0.25_0.25_0.15_0.25_-0.5_x	1_0.25_0.25_0.15_0.25_-0.5_y	1_0.25_0.25_0.15_0.25_-0.5_x_expression	1_0.25_0.25_0.15_0.25_-0.5_y_expression	1_0.25_0.25_0.15_0.25_0_x	1_0.25_0.25_0.15_0.25_0_y	1_0.25_0.25_0.15_0.25_0_x_expression	1_0.25_0.25_0.15_0.25_0_y_expression
17116	group3	0	2	0.027101772599389673	0.19286761569345506	0	0	0.23991463344681552	0.3310949028657772	0	1	0.27287917582058807	0.4175260887071198	2	0	0.38237658570315003	0.24846693851811555	0	0	0.13253240355597434	0.5174831517882352	1	2	0.17111285206663535	0.5214077473983347
16540	group2	1	0	0.5672950402540589	0.15527624754014568	1	0	0.3953117522982701	0.32180330050460737	0	0	0.04008789738951246	0.4125708467167376	0	2	0.23135109857145014	0.5301068648349117	0	2	0.31481048844251486	0.34861225931201456	0	0	0.14792422070926164	0.1937505706690865
13464	group3	0	2	0.2001160583385173	0.22736958029390417	0	1	0.23438484882047658	0.5886539339078847	2	1	0.12195294425429579	0.4579502898987853	0	0	0.14920242286164273	0.06301691401728338	0	0	0.10143718929599913	0.25516621917443383	0	1	0.25538263689392593	0.39941547054545645
18591	group2	3	0	0.6011328473132744	0.4303261818681341	0	0	0.4225798027187264	0.5277754118936068	2	0	0.3191114398802499	0.4251362213373475	1	1	0.41992216914415015	0.39547768863330485	0	0	0.21805213765026812	0.5701253403995452	2	1	0.550281991406756	0.03443323576790769
15630	group3	2	0	0.3836918670890693	0.14750396132387503	0	0	0.21719632853267287	0.1493238059450147	0	0	0.4115915901006244	0.06183440365505574	0	0	0.11164198885287316	0.10292332044782257	1	2	0.02896356670120334	0.5866349582969067	0	0	0.2325550339563923	0.1590714928151522
35148	group3	3	1	0.25934069371359325	0.28321145058095687	0	1	0.4931142810250364	0.24920376925950424	2	0	0.2565312083835084	0.23681317293928017	0	0	0.10569416711591637	0.080214422277912	0	1	0.35200705649691433	0.3438545931698978	3	2	0.5121476367666988	0.3485411931151656
17782	group2	1	0	0.3055818109605029	0.1790088963819242	0	0	0.4664235621540096	0.3646631926552297	0	5	0.6013995415045231	0.4368519968698376	0	0	0.2118100921852004	0.1974515696442423	0	0	0.018646502159210987	0.17091805303027255	1	0	0.35547748705145066	0.21290409164572732
9322	group3	0	1	0.010053902311071783	0.23284564088165385	0	0	0.2576264466340199	0.02217368111631826	0	0	0.298453911566155	0.527908301305998	0	1	0.3922813458525903	0.7789342779798034	0	0	0.24348147915670737	0.18105149561680167	0	1	0.030430949970482513	0.2746988344074643
19299	group3	1	0	0.28281308279483564	0.0782555259472589	0	1	0.2133422212004377	0.6459245956614685	0	0	0.19861923752355187	0.018525106587907986	1	1	0.2743028882490019	0.15829432569485855	0	1	0.021519440831453684	0.4331807438248548	1	1	0.4030958924280612	0.44799431496631503
17503	group3	0	0	0.15427263618460835	0.02891263156784521	0	2	0.3687182505739973	0.4352211582246367	0	1	0.396014577756312	0.39563460466392253	0	0	0.11522459714558728	0.03230191715966513	0	3	0.05271594319008982	0.38183748887353297	0	0	0.2476845494023528	0.19000343116111917
10534	group3	0	0	0.2029139854267472	0.14403264276031408	0	1	0.35592764673986116	0.3939977087980838	0	0	0.19629277221828606	0.05429785550900845	0	0	0.33971504882150655	0.2183093533743149	0	0	0.1862174154742548	0.1305789207311816	0	0	0.17446243682206614	0.3546403049561184
22958	group2	0	0	0.05451997461762789	0.04950411096375773	1	1	0.43304711968698884	0.22537561363788686	0	1	0.280737308847077	0.3853730014119844	0	1	0.09628762850895861	0.17683397927637465	0	5	0.17403169753894696	0.631887127391836	1	1	0.34389000646890217	0.15212001455497415
16941	group1	1	0	0.5595994994901639	0.48112463149845197	0	0	0.2143230316841707	0.09291392836094664	2	0	0.42253119254070304	0.3728420651862478	0	0	0.2350788947840049	0.1556836748926874	0	0	0.08686763757540758	0.876922405686091	0	0	0.29380343165865136	0.13260634849606184
19740	group2	0	3	0.20418759564974714	0.2723854304408606	0	1	0.08509863964754358	0.36571884376302555	0	0	0.31199410845392705	0.19906916739474173	1	2	0.40783994311352023	0.42844154433890774	0	0	0.26385671345463024	0.4957427053468024	0	0	0.2643643591548231	0.49194183743024134
11104	group1	1	1	0.6010715977692217	0.32422833597792355	0	1	0.2755422521836049	0.1981428032126371	0	0	0.00897508411468989	0.4393052611895376	1	1	0.3727764634946068	0.5026276801655063	0	0	0.300985517103364	0.09767969993765163	0	0	0.46718102613363666	0.3936170889994692
14576	group3	0	0	0.26513238319796983	0.1484449789780193	1	0	0.567762692051896	0.060514928123431705	0	1	0.12886589736675608	0.1945652068622264	1	0	0.2842398778782061	0.23088311514291437	1	0	0.07340234339022597	0.564131066854179	0	0	0.11600730614457502	0.4005589188127875
14945	group3	0	1	0.10407159906716026	0.29395147968675506	1	0	0.4142291151979507	0.2556142264965149	0	0	0.42739499693551686	0.5391002621080392	0	0	0.19613849590042615	0.16663326361648673	2	2	0.22921800505925208	0.2954645950685201	0	1	0.34322357561172545	0.20697679980852518
18929	group3	2	1	0.575174421609988	0.6387714507393925	0	1	0.0006560008276267071	0.10140023196965756	1	2	0.4983573792072544	0.7701809504668687	0	1	0.030664985701153252	0.1162641081692998	0	1	0.14908430711634518	0.3833162247580043	0	0	0.168499785181261	0.30074866035342784
8625	group3	0	0	0.028926636074363132	0.43044880169322886	2	0	0.37921493907419807	0.575916327572529	0	0	0.33200502313564423	0.09769596551253235	1	1	0.43437078072114477	0.761805126128892	0	1	0.29249880671579903	0.22348385080739594	1	2	0.18176157129027357	0.5961482636145674
16419	group3	1	1	0.3315160283132078	0.519576985108106	1	0	0.47042253178987975	0.14905979291003418	0	1	0.4462913133466353	0.47223517335020304	1	1	0.11849755165229806	0.12146365364836043	1	2	0.14118862062188237	0.23626415361826214	3	2	0.2646432394583565	0.14744033507980842
17991	group2	0	0	0.08314183576857628	0.3071126034629663	0	0	0.10980854506308244	0.07664478944350986	1	1	0.21090901201067264	0.6177638057449528	1	0	0.33924666157851324	0.1209579764521023	0	0	0.01459087441724602	0.4116127459657539	1	0	0.3318291002684421	0.0230495642919257
15892	group3	2	0	0.5099686778877491	0.13951410945719633	1	3	0.6624699505798277	0.2792248787913192	2	1	0.6014907357837214	0.2445871927361104	0	0	0.14092991002678543	0.05727676049852595	0	0	0.05960996383697112	0.27296841961075846	0	0	0.397294753100203	0.1399234255319255
15400	group3	2	0	0.329546548358828	0.21808951010601996	1	1	0.22532916252969412	0.37876747122785037	0	3	0.03704059567438783	0.8379279089202367	0	1	0.28916216659657906	0.16827715759933254	0	2	0.1147890784892113	0.4714776410232053	2	0	0.4401831237684357	0.15200298618220748
25607	group1	0	0	0.0579333624397447	0.10634157453403312	1	0	0.2236602579107971	0.10390985114767992	2	1	0.6704563862666701	0.4381946481743469	2	0	0.14614301417793185	0.01343303500670931	1	0	0.3631612134064025	0.32883469142355753	0	3	0.20939419503967024	0.44472573579720737
25613	group3	2	0	0.7524846012706874	0.4536938312448875	0	1	0.04387254648664832	0.42997084034492883	1	1	0.4383909593773405	0.5344703147294454	0	0	0.6047059191406118	0.3366296825530157	0	0	0.08857137795212128	0.30590682379854145	1	1	0.15124881429625417	0.5456151659765885
14739	group3	0	0	0.4562107439072515	0.17854330475673869	0	0	0.3975856623294425	0.06888220783317056	0	0	0.3373066445307573	0.0901883473558947	0	0	0.15110086046598215	0.03250176079758846	0	0	0.2367413487418877	0.372496153398431	0	0	0.2993610808303576	0.7374417833746724
9456	group3	1	1	0.3887478544412118	0.3884856552993916	1	1	0.46982518389928674	0.07768627574849118	1	0	0.04993969324247455	0.04995000515974876	0	0	0.1738155568133239	0.10829016201360323	0	0	0.3248899552565965	0.06441757500080489	1	1	0.3752132384197347	0.1774923980190602
28030	group3	0	0	0.0949799538129181	0.21208103777473755	0	0	0.6204291003135487	0.04379585590772342	3	1	0.4078673082104549	0.051097288239427024	2	4	0.23225465924533428	0.4612966352054546	2	0	0.19979293537973836	0.22822318348922563	0	0	0.2786378823084994	0.019902462323918346
15022	group3	0	0	0.02822729617158154	0.09234870297697198	0	0	0.46986315245729315	0.44123084159446035	0	0	0.1009076220573028	0.1696890201784511	0	0	0.03803375780683968	0.11247599170113978	1	1	0.40816948068051434	0.2971667819210784	1	1	0.4053582760613092	0.41653182954212375
12584	group3	1	0	0.302886945734831	0.23817492953786962	0	0	0.11223697679486552	0.17866639187908745	0	1	0.3061547563372735	0.39383734712695223	0	0	0.16941584040368782	0.2808561563561988	1	0	0.15642692112680573	0.06602438196787283	0	1	0.20109832248594126	0.3573001630962638
16181	group3	0	0	0.04977070693724314	0.23100513070666137	3	0	0.3040408764810445	0.20781022664248705	0	1	0.4256218970805362	0.40707164378446553	1	1	0.38908892323019606	0.5506176876520594	0	2	0.034712516497468426	0.23277191869960928	0	0	0.023117417725573297	0.024825836656316824
12289	group3	0	0	0.27589474547676446	0.2841447714727795	1	0	0.25625106456065166	0.06802696154622204	0	0	0.24889644184450813	0.5533909563215205	1	1	0.39598049488376397	0.23925579119586923	1	1	0.31452940926103456	0.17535812228744962	0	0	0.2732273926565595	0.011357699120366077
16863	group3	0	3	0.5169954007005777	0.6001988039850894	0	0	0.29412167184099053	0.0005883408462944995	0	0	0.4392645148241311	0.3039126959249901	1	0	0.296114639102776	0.37908281813530376	0	0	0.24047256794342242	0.11423026458831154	1	0	0.3160683428208536	0.16955397528926264
10223	group3	1	1	0.2832008759051387	0.4988120749840754	0	0	0.21890211654921407	0.2845767686638007	0	0	0.1707110889956612	0.32330842395005616	0	0	0.2273642131365067	0.23315521300961528	0	0	0.2607721735156875	0.049162728203141104	0	0	0.29772167516554354	0.37390081919500745
21506	group3	2	0	0.19354732872330777	0.36083563892067094	0	0	0.2766969405218283	0.45040354075135913	0	0	0.18916622856445608	0.45430164512314875	2	2	0.4441361919204276	0.47938173775024434	0	1	0.19097789685050126	0.27221831564820087	1	0	0.5221116972211342	0.18636802387319173
15978	group2	0	0	0.2701161548600608	0.10879983800011808	0	2	0.41706521484801495	0.6972689157375911	0	0	0.051388165278279524	0.2835599867715847	1	0	0.37681931825364023	0.3038938095335961	1	0	0.4573799517266539	0.36056726243689785	1	0	0.17271352822002184	0.17036162603388905
19515	group3	3	0	0.6288890181719147	0.2503093602457551	1	0	0.1239616653342546	0.2619548611827409	0	0	0.22230496597210148	0.38583984738253807	1	0	0.25541937293056965	0.09302569768585167	0	0	0.023397895329825696	0.2966220154699917	0	1	0.0617174093243926	0.12327851192886294
26048	group3	0	0	0.15345436245165603	0.17159402246443187	1	3	0.34410959660655416	0.6334980029574105	2	6	0.3061596309123442	0.8875086590769765	1	0	0.04441793352701878	0.22253492670839914	0	2	0.121165754315115	0.6919602528205264	0	1	0.44283838382535673	0.2561327223312069
17202	group3	2	1	0.3810465481941029	0.4171108202093091	0	0	0.24302732592988718	0.06845308584926699	1	5	0.6246636895338707	0.6241842913796276	0	2	0.27970230252836753	0.2638583941502523	0	0	0.4451380714797224	0.059487778878978076	1	1	0.291822172159717	0.47621374265633865
18067	group3	0	3	0.1849239856659523	0.3979595517191242	2	0	0.5176627771996973	0.2593586802563132	3	0	0.38123796344743544	0.13674418852265688	0	0	0.3071721260410444	0.3978187179687869	1	0	0.17801531902331563	0.22655399119242162	1	1	0.4448668097115097	0.4646732347406314
14545	group1	0	1	0.2409356350740071	0.24437303097861196	0	1	0.03552057914584278	0.4249175170362659	0	2	0.09784734602176753	0.38318039997225983	1	1	0.3611845126674266	0.1337799694886777	0	0	0.19813324438646907	0.049359091978047026	0	0	0.17374889693173534	0.5585752793454127
15016	group3	0	0	0.34601503551749935	0.4634070602043727	0	0	0.6693115641664393	0.2502931955241005	1	0	0.32554440454437994	0.15765648650785688	0	0	0.1566476193041671	0.31982821749450074	0	1	0.36739735350448616	0.31010651815489326	0	1	0.08187846457919484	0.286903041668226
16286	group3	1	3	0.39060253145119594	0.5570748913921878	0	0	0.09002182971070546	0.4214301292341386	2	0	0.5545897650714235	0.4018578489033756	0	1	0.09798811654947662	0.4350957898304004	2	0	0.32967139825777003	0.18908135963589748	0	0	0.14887369664476208	0.3016093276684444
16776	group3	2	0	0.36160322165948	0.24408982871221505	0	0	0.4059729041736335	0.08318644828592825	0	0	0.005362867844646818	0.0497069973047046	0	2	0.3914307989822665	0.6648043084678784	0	0	0.3328240521575348	0.2424778641131747	0	0	0.19855415673798482	0.35247080422234744
11206	group3	3	0	0.7068444470822125	0.8610641358707926	0	0	0.37608867997517587	0.3051054434100974	0	2	0.26082397507078625	0.41024276617236777	1	0	0.5123355315489848	0.15930657431905648	1	2	0.1899597363082855	0.2994804771692613	0	1	0.3739911621764258	0.5084393573375097
19486	group3	0	1	0.15590053584247224	0.1396175846550604	0	1	0.01637849164370825	0.6913309161944245	3	1	0.7619715138393331	0.20063864252808228	0	4	0.47245164837484654	0.7738526882269069	0	0	0.12007705177005004	0.5121173241787138	0	0	0.009205638048084108	0.559736176697917
13954	group2	2	1	0.4471624581594349	0.5944046916045533	1	0	0.3024340494544009	0.06454961860094635	2	0	0.4418756397259049	0.28885445251485864	0	1	0.43527513548936986	0.35440633685278766	0	0	0.301040491500007	0.2658376946795517	0	1	0.31463900609704654	0.5162837870094783
12328	group3	3	0	0.49527474911722724	0.36876837813304325	0	0	0.2598626421181323	0.049027755195088396	3	0	0.6899815709770634	0.4355394653028922	0	1	0.39857845734480474	0.6695066345813702	0	0	0.3079014441856986	0.12174607116823075	0	0	0.30967433636537206	0.10570995555167714
17842	group1	0	2	0.25886938162583384	0.39186990319878345	0	0	0.35637592607153157	0.3163620600798787	0	4	0.022246818628236548	0.753278645727353	3	0	0.40302512808977453	0.22794614684251416	1	0	0.21364811224334412	0.4409757250689513	0	0	0.2770322402232805	0.3247202147657693
24731	group3	0	1	0.3030151802850455	0.37248589030508555	0	2	0.18729235546386291	0.1660839307071033	0	0	0.20193982211851225	0.046556894539489885	3	1	0.3623858600917521	0.28220054810280587	0	3	0.21823367590956133	0.48443357825467426	0	2	0.333492477065513	0.4798133838787028
26956	group3	0	0	0.39380445966012323	0.18263668374722242	0	3	0.07515297841224375	0.31373281516137036	1	0	0.6262368510020768	0.4144099759544432	0	4	0.17967436469718787	0.45121601487056007	1	2	0.41117998739501255	0.45249652296449927	1	3	0.11592701986076107	0.3681115060338961
19033	group3	0	1	0.4380443741467245	0.20044445785474485	2	0	0.9491843963193286	0.138635736951711	1	1	0.17371389355562097	0.13688302823239965	0	1	0.2000506890790951	0.19818463261468788	0	1	0.20419355667232597	0.40907707641743585	1	2	0.2689920408268263	0.6811663225998823
23601	group2	0	1	0.3890727426285797	0.1081061857371706	0	2	0.02426605278297672	0.24169340893256513	0	0	0.3711662195516754	0.07462611745511163	0	1	0.37762410436532656	0.12556930450375967	1	5	0.0759897461275322	0.3830517142917651	0	1	0.29906006868147245	0.5267623243393255
26916	group3	2	0	0.3044983449525061	0.66873879877882	2	0	0.45073133027475887	0.09969249494290053	0	1	0.017352780946961133	0.3703186230678831	2	2	0.3142023424129841	0.4132192966725261	2	2	0.3734354305224174	0.20279010280801008	1	2	0.2730302992544869	0.5673413605974982
15122	group2	1	1	0.26825247465022883	0.2547769682822181	0	1	0.3773113017128473	0.21101084642978796	0	0	0.8657830080263065	0.18846661148379668	1	0	0.34092705260263106	0.49825156426982076	1	0	0.36551344827546206	0.47503580155520414	2	0	0.2706720064958887	0.3044026663515399
13099	group3	0	1	0.1918562416662084	0.08664199102899056	0	1	0.21815999953539797	0.4897467586177095	0	2	0.7230905329739601	0.6384786872504596	1	0	0.258720769894038	0.24438711792974163	1	0	0.081960098373731	0.1865269189994348	0	0	0.16419752884533553	0.07283016530387088
16493	group2	0	0	0.2463357665583356	0.35262295039131286	1	1	0.6600461345563781	0.27055971453519573	1	0	0.2786862021873111	0.498586648673377	0	0	0.1340254604172168	0.05102255791688587	0	1	0.18548543976667248	0.7781631613258118	0	0	0.23245278477841022	0.21326279171298745
16182	group3	2	1	0.3337672674128461	0.04394308567973873	2	0	0.44961311955837036	0.3247031396631202	1	1	0.46270075819463813	0.25229368022062254	3	0	0.315365557925	0.21091137733923454	0	0	0.5100877673476102	0.05181232031109678	1	0	0.6034850415257732	0.004326421586616169
16383	group3	0	0	0.00889265820119689	0.5101943359221845	4	0	0.6056410294281123	0.0015955317006103864	2	0	0.3331439971690521	0.278979144376776	0	1	0.24215922547094376	0.47824268218989197	0	0	0.039669220476318656	0.17603855336716662	0	0	0.2041002070760597	0.004657398535462959
31784	group3	2	4	0.5912071835934036	0.3660884160936407	2	0	0.2740102905819854	0.08000607601694248	0	0	0.2914017079951309	0.12761986027676478	1	1	0.24144282214474336	0.4881651065999332	1	0	0.23274806018457392	0.12365538994265732	0	2	0.15104681212424692	0.861321828716923
21091	group3	1	0	0.13114301555747943	0.5379680792132462	0	0	0.2050403561784686	0.21569090208787578	0	0	0.1354704317376947	0.27786982689748696	1	2	0.27577889871552763	0.19177649846808303	0	2	0.00484670867154946	0.605392502707998	0	0	0.34913257343925846	0.4414845652760341
19271	group3	1	0	0.4845015026137384	0.5245204757473236	1	1	0.28624390748332773	0.4006699497182236	0	0	0.054208304859078654	0.13089256403504562	1	0	0.23329630940606932	0.25016422256637416	2	0	0.24304992036450163	0.17513869355307715	0	0	0.03566064584442363	0.19799484026539615
13279	group3	0	0	0.7130484173770496	0.7126566840907504	0	0	0.09773333574117715	0.3803962935354587	1	1	0.04521995491806638	0.16662583145038967	0	1	0.21306051454136493	0.34121987420240535	1	0	0.18244734849327995	0.11553031449782741	0	0	0.14294937367882038	0.07951481112512265
15166	group2	0	0	0.084821072776287	0.025655242260923167	0	0	0.0842094093540613	0.23842634626968523	1	1	0.463277068581284	0.14835491233610046	1	0	0.1632248338877665	0.09873757528269417	0	1	0.3516856329054075	0.3525059464812058	0	0	0.34996040470738393	0.05032979616185229
23559	group2	0	2	0.35732045501263165	0.4151982210272661	1	0	0.23526020603666611	0.35608251080138137	0	1	0.2115323299507238	0.4534295898595295	0	3	0.3318571082861802	0.4909552451276167	0	0	0.08339205787896403	0.36153554088006895	0	1	0.15188154302619106	0.28821203275780993
21183	group3	0	1	0.015455502872668309	0.18136989562701988	0	0	0.0572150019692807	0.38287544994846273	2	2	0.41119255353922907	0.6738018897399083	0	1	0.4596574223356358	0.708618293487866	4	2	0.4017564678890442	0.3633890241043014	0	0	0.2764542574809445	0.4738009891402226
30655	group3	0	0	0.3820985767873949	0.09230943895236601	2	1	0.4229592505933484	0.3141348020659236	1	1	0.6446493955246171	0.36226790053376595	1	3	0.26416995603324184	0.32589544390349157	2	1	0.24672921613387755	0.04779935495229118	1	0	0.1864697187435878	0.04964229186917071
19502	group3	2	2	0.3940079477094586	0.3625131502127979	0	0	0.13301825432368364	0.4222319872569459	0	1	0.12942897830672945	0.2836729547044702	1	0	0.4126244684563364	0.6591221628335168	1	1	0.3254149438103642	0.04931347725385615	0	0	0.45247246233723193	0.2621212824672104
23084	group1	0	0	0.25210422262628074	0.2792885684958104	1	0	0.5055977780874956	0.07200761598410574	1	3	0.459429846224766	0.5208132889228362	0	1	0.10764110644714822	0.18180294233366728	0	1	0.049636476377713484	0.4313959277315482	0	7	0.30496232379971344	1.0127449315690122
14644	group3	1	1	0.23475546990717083	0.2782469546312217	0	0	0.06445369762667152	0.21435296893151737	3	1	0.5098376725772089	0.2887766727695632	2	0	0.4932583744353457	0.5302094248641374	0	2	0.31502393709240384	0.5339517689183747	0	3	0.3569069840994301	0.28250732987731453
17364	group3	0	4	0.5080460300968587	0.7154532691068696	0	0	0.08760225727370965	0.539369538277936	1	0	0.6524156707545785	0.17925644319596584	0	3	0.36424152718079006	0.3959081702097976	0	0	0.48980044873411155	0.26288649467624114	0	1	0.35656418742403495	0.26148090912600647
16032	group3	0	0	0.5210795389154055	0.22778986480364938	0	0	0.026713736984347036	0.17444642269821345	0	1	0.2147545217323033	0.4498377972235216	1	1	0.4839011447964385	0.5672080319104448	0	0	0.3617657712093616	0.1838821661532673	0	0	0.2631184431852571	0.3672622808966765
14521	group3	1	0	0.5450170867207005	0.3542802616361399	1	0	0.6658545412561842	0.1182242458080317	0	0	0.11215689800488407	0.7902265646753117	1	0	0.06123195496379716	0.013249700996529418	1	0	0.2354916994458124	0.2097255572521865	1	0	0.28745715236858416	0.07338258537961379
9966	group3	0	0	0.12311136020747265	0.16340118866885273	0	0	0.48872118067527526	0.26329591653819706	1	3	0.5048016413386556	0.7938938306550984	0	0	0.25389331472205423	0.2966915228534028	0	0	0.46735560607026017	0.3193555531137486	0	0	0.2751860389752985	0.4985865031486517
17689	group2	1	0	0.09288569936726207	0.8107775338206368	0	0	0.45431221984551867	0.07115110134046881	3	0	0.24335270321105504	0.1542278624346732	2	0	0.3274702805895946	0.436424427979272	1	0	0.20344495017428507	0.08381744841397662	1	2	0.40560320323372945	0.6520183311331826
